width,height,init,solving,Algorithm
6,6,0.0340578556060791,0.004755735397338867,Polynomial
6,6,0.03681015968322754,0.0049898624420166016,Polynomial
7,7,0.02429938316345215,0.004084110260009766,Brute-force
7,7,0.021523714065551758,0.0037353038787841797,Brute-force
7,7,0.03266429901123047,0.004355907440185547,Brute-force
7,7,0.01971268653869629,0.004093647003173828,Brute-force
7,7,0.025913238525390625,0.004065513610839844,Brute-force
7,7,0.026818275451660156,0.0038461685180664062,Brute-force
7,7,0.025718212127685547,0.005991458892822266,Brute-force
7,7,0.023504018783569336,0.0037641525268554688,Brute-force
7,7,0.013372182846069336,0.003414630889892578,Brute-force
7,7,0.020184993743896484,0.003866434097290039,Brute-force
7,7,0.05851912498474121,0.006167173385620117,Polynomial
7,7,0.05594825744628906,0.00651240348815918,Polynomial
7,7,0.055986642837524414,0.006242036819458008,Polynomial
7,7,0.05894613265991211,0.006908416748046875,Polynomial
7,7,0.051896095275878906,0.00593256950378418,Polynomial
7,7,0.06002640724182129,0.0061397552490234375,Polynomial
7,7,0.058312416076660156,0.005859851837158203,Polynomial
7,7,0.0565943717956543,0.005923271179199219,Polynomial
7,7,0.05605649948120117,0.006308078765869141,Polynomial
7,7,0.05832219123840332,0.006699323654174805,Polynomial
8,8,0.03895378112792969,0.005456447601318359,Brute-force
8,8,0.0397641658782959,0.005480289459228516,Brute-force
8,8,0.03612327575683594,0.005412578582763672,Brute-force
8,8,0.033277034759521484,0.004892826080322266,Brute-force
8,8,0.03356790542602539,0.004310131072998047,Brute-force
8,8,0.03678011894226074,0.004420757293701172,Brute-force
8,8,0.039818525314331055,0.004422187805175781,Brute-force
8,8,0.044046640396118164,0.004498481750488281,Brute-force
8,8,0.039807796478271484,0.004896402359008789,Brute-force
8,8,0.06583285331726074,0.00590205192565918,Brute-force
8,8,0.0792083740234375,0.007233858108520508,Polynomial
8,8,0.08860611915588379,0.008090496063232422,Polynomial
8,8,0.07700753211975098,0.007324934005737305,Polynomial
8,8,0.08529806137084961,0.007825136184692383,Polynomial
8,8,0.07396388053894043,0.006720542907714844,Polynomial
8,8,0.07697892189025879,0.007317304611206055,Polynomial
8,8,0.07885861396789551,0.007384300231933594,Polynomial
8,8,0.08271622657775879,0.0077898502349853516,Polynomial
8,8,0.08236861228942871,0.007799625396728516,Polynomial
8,8,0.07780909538269043,0.007499217987060547,Polynomial
9,9,0.06296634674072266,0.005092144012451172,Brute-force
9,9,0.05661749839782715,0.00512242317199707,Brute-force
9,9,0.06459689140319824,0.005277156829833984,Brute-force
9,9,0.06534767150878906,0.005268573760986328,Brute-force
9,9,0.0691537857055664,0.0058748722076416016,Brute-force
9,9,0.05980062484741211,0.00632166862487793,Brute-force
9,9,0.05763578414916992,0.0049097537994384766,Brute-force
9,9,0.052614688873291016,0.004719257354736328,Brute-force
9,9,0.09244871139526367,0.0064775943756103516,Brute-force
9,9,0.0931398868560791,0.006325721740722656,Brute-force
9,9,0.10546040534973145,0.00890493392944336,Polynomial
9,9,0.1186363697052002,0.009094953536987305,Polynomial
9,9,0.12380552291870117,0.009857654571533203,Polynomial
9,9,0.10757803916931152,0.008602619171142578,Polynomial
9,9,0.10631608963012695,0.008341312408447266,Polynomial
9,9,0.11499214172363281,0.008635759353637695,Polynomial
9,9,0.10997962951660156,0.009552240371704102,Polynomial
9,9,0.10327506065368652,0.008418083190917969,Polynomial
9,9,0.09830951690673828,0.009065628051757812,Polynomial
9,9,0.09892082214355469,0.009203433990478516,Polynomial
10,10,0.09179568290710449,0.0057010650634765625,Brute-force
10,10,0.10881280899047852,0.006989479064941406,Brute-force
10,10,0.07123970985412598,0.005247592926025391,Brute-force
10,10,0.10281157493591309,0.00616455078125,Brute-force
10,10,0.0977163314819336,0.005930185317993164,Brute-force
10,10,0.12852191925048828,0.006784915924072266,Brute-force
10,10,0.08756589889526367,0.005496978759765625,Brute-force
10,10,0.0913689136505127,0.0051386356353759766,Brute-force
10,10,0.10793185234069824,0.005772113800048828,Brute-force
10,10,0.11002492904663086,0.006401777267456055,Brute-force
10,10,0.15650296211242676,0.011930704116821289,Polynomial
10,10,0.14066505432128906,0.01088261604309082,Polynomial
10,10,0.15802717208862305,0.012473821640014648,Polynomial
10,10,0.15569281578063965,0.012804746627807617,Polynomial
10,10,0.1593468189239502,0.012978315353393555,Polynomial
10,10,0.14299941062927246,0.01120758056640625,Polynomial
10,10,0.13820385932922363,0.010204792022705078,Polynomial
10,10,0.15306663513183594,0.011636734008789062,Polynomial
10,10,0.13054442405700684,0.01239013671875,Polynomial
10,10,0.14825057983398438,0.010926485061645508,Polynomial
11,11,0.21159911155700684,0.009128570556640625,Brute-force
11,11,0.1704254150390625,0.006938457489013672,Brute-force
11,11,0.22900915145874023,0.00988149642944336,Brute-force
11,11,0.21140456199645996,0.009133100509643555,Brute-force
11,11,0.15560269355773926,0.007558584213256836,Brute-force
11,11,0.22597622871398926,0.009402990341186523,Brute-force
11,11,0.18157362937927246,0.00860905647277832,Brute-force
11,11,0.20927786827087402,0.008954048156738281,Brute-force
11,11,0.29169154167175293,0.01355290412902832,Brute-force
11,11,0.14794468879699707,0.0076274871826171875,Brute-force
11,11,0.2051255702972412,0.016560792922973633,Polynomial
11,11,0.20233559608459473,0.013779878616333008,Polynomial
11,11,0.19613218307495117,0.014092445373535156,Polynomial
11,11,0.19995832443237305,0.014408588409423828,Polynomial
11,11,0.1806344985961914,0.012412548065185547,Polynomial
11,11,0.20350909233093262,0.013608217239379883,Polynomial
11,11,0.18160057067871094,0.013904571533203125,Polynomial
11,11,0.19911623001098633,0.01321101188659668,Polynomial
11,11,0.20128083229064941,0.013871192932128906,Polynomial
11,11,0.1990833282470703,0.013553142547607422,Polynomial
12,12,0.27234888076782227,0.010118961334228516,Brute-force
12,12,0.19080400466918945,0.008774757385253906,Brute-force
12,12,0.28026652336120605,0.008842229843139648,Brute-force
12,12,0.22939634323120117,0.008487224578857422,Brute-force
12,12,0.38484644889831543,0.013497114181518555,Brute-force
12,12,0.37488889694213867,0.02966022491455078,Brute-force
12,12,0.37127685546875,0.013568401336669922,Brute-force
12,12,0.39957308769226074,0.024892330169677734,Brute-force
12,12,0.34380578994750977,0.010222196578979492,Brute-force
12,12,0.3103616237640381,0.00988149642944336,Brute-force
12,12,0.24552178382873535,0.015932083129882812,Polynomial
12,12,0.24942588806152344,0.015616893768310547,Polynomial
12,12,0.25040745735168457,0.016329526901245117,Polynomial
12,12,0.2618391513824463,0.017839908599853516,Polynomial
12,12,0.2520017623901367,0.016525983810424805,Polynomial
12,12,0.24894928932189941,0.01620769500732422,Polynomial
12,12,0.2567760944366455,0.015984058380126953,Polynomial
12,12,0.22424983978271484,0.014429569244384766,Polynomial
12,12,0.23181843757629395,0.015133857727050781,Polynomial
12,12,0.24737167358398438,0.016189098358154297,Polynomial
13,13,0.3858485221862793,0.01439046859741211,Brute-force
13,13,0.4766058921813965,0.016326427459716797,Brute-force
13,13,0.5551321506500244,0.015442848205566406,Brute-force
13,13,0.31491661071777344,0.009798526763916016,Brute-force
13,13,0.4136826992034912,0.011950016021728516,Brute-force
13,13,0.6349740028381348,0.01941847801208496,Brute-force
13,13,0.5004932880401611,0.016142845153808594,Brute-force
13,13,0.5256104469299316,0.012975454330444336,Brute-force
13,13,0.44905996322631836,0.01430654525756836,Brute-force
13,13,0.3637685775756836,0.008908748626708984,Brute-force
13,13,0.31064724922180176,0.019530057907104492,Polynomial
13,13,0.3046081066131592,0.01895737648010254,Polynomial
13,13,0.3317873477935791,0.02198171615600586,Polynomial
13,13,0.3300039768218994,0.020989179611206055,Polynomial
13,13,0.29864025115966797,0.018509387969970703,Polynomial
13,13,0.3241090774536133,0.020416259765625,Polynomial
13,13,0.3026585578918457,0.017913818359375,Polynomial
13,13,0.32403016090393066,0.022049427032470703,Polynomial
13,13,0.3327958583831787,0.020173311233520508,Polynomial
13,13,0.31868553161621094,0.020048141479492188,Polynomial
14,14,0.6711335182189941,0.016160249710083008,Brute-force
14,14,0.6046149730682373,0.019380807876586914,Brute-force
14,14,0.8798298835754395,0.026185274124145508,Brute-force
14,14,0.9615111351013184,0.02801060676574707,Brute-force
14,14,0.7919607162475586,0.02182149887084961,Brute-force
14,14,0.77071213722229,0.018478870391845703,Brute-force
14,14,0.8784048557281494,0.02433633804321289,Brute-force
14,14,1.0493133068084717,0.024586915969848633,Brute-force
14,14,0.6654086112976074,0.014747858047485352,Brute-force
14,14,0.7134778499603271,0.04238486289978027,Brute-force
14,14,0.35503506660461426,0.021452665328979492,Polynomial
14,14,0.41655659675598145,0.0264279842376709,Polynomial
14,14,0.3933563232421875,0.02324962615966797,Polynomial
14,14,0.3776099681854248,0.02303028106689453,Polynomial
14,14,0.39165830612182617,0.023130416870117188,Polynomial
14,14,0.3883249759674072,0.027143239974975586,Polynomial
14,14,0.3855743408203125,0.024610519409179688,Polynomial
14,14,0.37036728858947754,0.022248506546020508,Polynomial
14,14,0.3911585807800293,0.02656388282775879,Polynomial
14,14,0.37277770042419434,0.022940874099731445,Polynomial
15,15,0.9441537857055664,0.027473926544189453,Brute-force
15,15,1.5250000953674316,0.0352170467376709,Brute-force
15,15,1.390467882156372,0.1642453670501709,Brute-force
15,15,1.102041482925415,0.031401872634887695,Brute-force
15,15,1.1002020835876465,0.0240018367767334,Brute-force
15,15,1.3095595836639404,0.031796932220458984,Brute-force
15,15,1.4581141471862793,0.03570723533630371,Brute-force
15,15,1.3766508102416992,0.03478550910949707,Brute-force
15,15,0.9056007862091064,0.024370193481445312,Brute-force
15,15,1.6605324745178223,0.11503100395202637,Brute-force
15,15,0.49726390838623047,0.03916668891906738,Polynomial
15,15,0.46822285652160645,0.028957128524780273,Polynomial
15,15,0.4659154415130615,0.029247045516967773,Polynomial
15,15,0.48256492614746094,0.03146481513977051,Polynomial
15,15,0.4649486541748047,0.0290524959564209,Polynomial
15,15,0.47194695472717285,0.028917551040649414,Polynomial
15,15,0.4817485809326172,0.02904987335205078,Polynomial
15,15,0.4559009075164795,0.028201818466186523,Polynomial
15,15,0.46954798698425293,0.02820587158203125,Polynomial
15,15,0.48151397705078125,0.030695199966430664,Polynomial
16,16,2.822251796722412,0.06858563423156738,Brute-force
16,16,1.828667163848877,0.04699230194091797,Brute-force
16,16,2.889281988143921,0.21888041496276855,Brute-force
16,16,1.8865745067596436,0.039623260498046875,Brute-force
16,16,2.1156320571899414,0.03774905204772949,Brute-force
16,16,2.21075701713562,0.15682506561279297,Brute-force
16,16,2.325491189956665,0.10355210304260254,Brute-force
16,16,1.8357958793640137,0.042443037033081055,Brute-force
16,16,1.0759971141815186,0.02715778350830078,Brute-force
16,16,2.165475368499756,0.19065308570861816,Brute-force
16,16,0.5918517112731934,0.034911155700683594,Polynomial
16,16,0.582266092300415,0.0503993034362793,Polynomial
16,16,0.5858290195465088,0.047568559646606445,Polynomial
16,16,0.583268404006958,0.03611445426940918,Polynomial
16,16,0.5642778873443604,0.03663134574890137,Polynomial
16,16,0.561201810836792,0.035265207290649414,Polynomial
16,16,0.5736095905303955,0.03589320182800293,Polynomial
16,16,0.536130428314209,0.033599853515625,Polynomial
16,16,0.5693159103393555,0.034807443618774414,Polynomial
16,16,0.5674536228179932,0.03330397605895996,Polynomial
17,17,2.6690878868103027,0.0657646656036377,Brute-force
17,17,3.9413397312164307,0.32143449783325195,Brute-force
17,17,2.5346293449401855,0.2023634910583496,Brute-force
17,17,2.362950086593628,0.0387420654296875,Brute-force
17,17,4.230280876159668,0.3390617370605469,Brute-force
17,17,2.8409130573272705,0.2151033878326416,Brute-force
17,17,3.8252010345458984,0.2944502830505371,Brute-force
17,17,4.868195295333862,0.4572587013244629,Brute-force
17,17,4.295136213302612,0.3437032699584961,Brute-force
17,17,3.8141798973083496,0.09954261779785156,Brute-force
17,17,0.680288553237915,0.042649269104003906,Polynomial
17,17,0.700249433517456,0.0522005558013916,Polynomial
17,17,0.6673505306243896,0.04091644287109375,Polynomial
17,17,0.6597423553466797,0.03863072395324707,Polynomial
17,17,0.6819717884063721,0.04533028602600098,Polynomial
17,17,0.6744279861450195,0.053395986557006836,Polynomial
17,17,0.6728651523590088,0.054029226303100586,Polynomial
17,17,0.6932892799377441,0.043421030044555664,Polynomial
17,17,0.678307294845581,0.04283952713012695,Polynomial
17,17,0.6968245506286621,0.05341076850891113,Polynomial
18,18,4.59804368019104,0.39018774032592773,Brute-force
18,18,4.519875526428223,0.06388354301452637,Brute-force
18,18,3.613492965698242,0.30335569381713867,Brute-force
18,18,5.45213770866394,0.278489351272583,Brute-force
18,18,7.097012042999268,0.8927319049835205,Brute-force
18,18,5.461848258972168,0.3462715148925781,Brute-force
18,18,6.318879127502441,0.34737610816955566,Brute-force
18,18,5.156365633010864,0.3428182601928711,Brute-force
18,18,2.8087501525878906,0.051444292068481445,Brute-force
18,18,2.8219730854034424,0.1984560489654541,Brute-force
18,18,0.8229196071624756,0.05109572410583496,Polynomial
18,18,0.7565016746520996,0.04656529426574707,Polynomial
18,18,0.8413479328155518,0.05666089057922363,Polynomial
18,18,0.7703132629394531,0.04746580123901367,Polynomial
18,18,0.775334358215332,0.053078651428222656,Polynomial
18,18,0.802201509475708,0.06320571899414062,Polynomial
18,18,0.7845807075500488,0.05062675476074219,Polynomial
18,18,0.7609896659851074,0.04808855056762695,Polynomial
18,18,0.7927751541137695,0.06299686431884766,Polynomial
18,18,0.7690589427947998,0.04927659034729004,Polynomial
19,19,8.98695707321167,0.2428452968597412,Brute-force
19,19,9.533552169799805,0.45368504524230957,Brute-force
19,19,11.687591791152954,0.8496544361114502,Brute-force
19,19,9.489027261734009,0.5891618728637695,Brute-force
19,19,5.8587963581085205,0.13951778411865234,Brute-force
19,19,9.226929426193237,0.641838788986206,Brute-force
19,19,6.961853265762329,0.13671350479125977,Brute-force
19,19,7.36652135848999,0.5298669338226318,Brute-force
19,19,4.248815536499023,0.050505876541137695,Brute-force
19,19,5.889230728149414,0.4286069869995117,Brute-force
19,19,0.9430196285247803,0.08421659469604492,Polynomial
19,19,0.9105665683746338,0.07865738868713379,Polynomial
19,19,0.945939302444458,0.07892894744873047,Polynomial
19,19,0.8966658115386963,0.058866262435913086,Polynomial
19,19,0.9641551971435547,0.08612298965454102,Polynomial
19,19,0.9583613872528076,0.08510279655456543,Polynomial
19,19,0.9274871349334717,0.07070374488830566,Polynomial
19,19,0.9505605697631836,0.07893013954162598,Polynomial
19,19,0.9689278602600098,0.08242130279541016,Polynomial
19,19,0.9648246765136719,0.08464264869689941,Polynomial
